content,score,at,sentiment,processed_content,review_length
"ini sudah telat 7 hari. kenapa masih investigasi menunggu 3 hari. sudah jelas di riwayat pengiriman itu. budayakan membaca agar tdk bodoh. cepat selesaikan. sekarang sudah 9 hari tanpa tanggapan sedikitpun dari admin. 24 maret 2025, sudah 11 hari pesanan sya masih belum bergerak kmn2. sedangkan pesanan baju yg sama 21 maret 2025 di aplikasi sebelah sudah sampai dg waktu kirim 3 hari. kembalikan saja uang sya. tdk usah bertele lele dg investigasi 7 hari. kelamaan jenggg",1,2025-03-24 16:40:00,negative,telat investigasi menunggu riwayat pengiriman budayakan membaca tdk bodoh cepat selesaikan tanggapan sedikitpun admin maret pesanan sya bergerak kmn pesanan baju yg maret aplikasi sebelah dg kirim kembalikan uang sya tdk bertel lele dg investigasi jenggg,473
"selagi toped bekerja sama dengan expedisi sampah seperti ninja express, saya gak akan kasih naik bintang nya.",1,2025-03-24 16:27:21,negative,selagi tope expedisi sampah ninja express gak kasih bintang nya,109
good,5,2025-03-24 16:14:10,positive,good,4
"tidak rekomend jangan download apk ini untuk belanja, karna sudah kerjasama dengan penipuan, saya beli barang malah tidak ada barangnya, saya komplain sudah upload vidio malah di suruh kirim bukti lagi, komplainnya di ribetkan, pengalaman belanja yang tidak amanah di aplikasi ini, semoga lebih hancur tokopedia ini,🙏",1,2025-03-24 16:07:58,negative,rekomend download apk belanja karna kerjasama penipuan beli barang barangnya komplain upload vidio suruh kirim bukti komplainnya ribetkan pengalaman belanja amanah aplikasi semoga hancur tokopedia ini🙏,317
"pesan barang dari tgl 7 maret sampai skrng belum samapai, info dari kurir dikembalikan kepenjual dengan alasan alamat tidak ditemukan, penjual malah claim ke asuransi dengan dalih barang hilang, dari tokpednya juga tidak ada kejelasan kocak ogah pakai aplikasi ke beginian lagi.",1,2025-03-24 15:44:08,negative,pesan barang tgl maret skrng samapai info kurir dikembalikan kepenju alasan alamat ditemukan penjual claim asuransi dalih barang hilang tokpednya kejelasan kocak ogah pakai aplikasi,278
mantul,5,2025-03-24 15:29:16,positive,mantul,6
belum pernah dan tidak punya pengalaman sama sekali,1,2025-03-24 15:12:52,negative,pengalaman,51
terbaik,5,2025-03-24 15:04:26,positive,terbaik,7
terbaik,5,2025-03-24 15:01:30,positive,terbaik,7
"Kak... tolong perbaiki kak kenapa mau kirim foto barang langsung error. Bukan cuma itu kak, saya coba kirim foto barang ulasan di laptop aja dak bisa apalagi di HP. Tolong kak",1,2025-03-24 14:43:10,negative,kak tolong perbaiki kak kirim foto barang langsung error kak coba kirim foto barang ulasan laptop aja dak hp tolong kak,175
top,5,2025-03-24 14:24:41,positive,top,3
mantap,5,2025-03-24 14:23:18,positive,mantap,6
短くしてください（良い）,5,2025-03-24 14:13:01,positive,短くしてください（良い）,12
tolong pilihan pembayaran cod ada di pilihan pembayaran,5,2025-03-24 14:01:01,positive,tolong pilihan pembayaran cod pilihan pembayaran,55
bisa pake dana dan praktisi,5,2025-03-24 13:55:26,positive,pake dana praktisi,27
"pelit promo,, lebih baik pakek shopee",1,2025-03-24 13:54:48,negative,pelit promo pakek shope,37
"Makin kesini, makin nggak nyaman belanja di Tokopedia. Saran dari gw, lebih baik transaksi di tokopedia hanya transaksi elektronik saja. Seperti bayar tagihan atau beli pulsa. Kalo pun mau belanja barang/produk, usahakan yang bisa COD!! Gw transaksi di Tokopedia dan transaksi tersebut gagal, karena barang pesanan saya hampir sebulan tidak muncul-muncul, setelah komplain ternyata barang saya NYASAR/HILANG! Dan ternyata dana yang dikembalikan(setelah komplain) hanya setengah tidak 100%!",2,2025-03-24 13:45:56,negative,kesini nggak nyaman belanja tokopedia saran gw transaksi tokopedia transaksi elektronik bayar tagihan beli pulsa kalo belanja barangproduk usahakan cod gw transaksi tokopedia transaksi gagal barang pesanan sebulan munculmuncul komplain barang nyasarhilang dana dikembalikansetelah komplain,489
"dapet promo potongan 30k pengguna baru. udah co & bayar, dibatalkan ama sistem. yaa karena butuh barangnya, akhirnya co lagi dan promonya ilang plus gak dapet promo gratis ongkir. tapi barang diproses 🤣🥲",3,2025-03-24 13:45:54,neutral,dapet promo potongan k pengguna udah co bayar dibatalkan ama sistem yaa butuh barangnya co promonya ilang plu gak dapet promo grati ongkir barang dipros 🤣🥲,203
gak jelas,1,2025-03-24 13:44:37,negative,gak,9
good apps,5,2025-03-24 13:43:36,positive,good app,9
mantap,5,2025-03-24 13:26:56,positive,mantap,6
hoax gak ada gratis ongkirnya,1,2025-03-24 13:22:13,negative,hoax gak grati ongkirnya,29
"suda berusaha jadi penjual yang fair, pembeli meminta komplain pengembalian dana namun malah barang tidak kembali. Kecewa sama tokped",1,2025-03-24 13:10:59,negative,suda berusaha penjual fair pemb komplain pengembalian dana barang kecewa tokp,133
top,5,2025-03-24 13:07:45,positive,top,3
Mantap,5,2025-03-24 12:57:22,positive,mantap,6
lumayan,4,2025-03-24 12:49:36,positive,lumayan,7
"This app is getting bloated with useless contents like recepies, celebrities news. Etc. Making the app another resource hogger. All we need is to conduct trading, be focused in that. Please simplify it, make it compact and responsive like it used to be! The sort button doesn't work as it suppoaed to so, sort from lowest to highest price, only resulting higher price shown first before the lower one. Dedecting more star than prev testimony.",2,2025-03-24 12:45:45,negative,thi app is get bloat with useless content like recepi celebr news etc make the app anoth resourc hogger all we need is to conduct trade be focus in that pleas simplifi it make it compact and respons like it use to be the sort button doesnt work as it suppoa to so sort from lowest to highest price onli result higher price shown first befor the lower one dedect more star than prev testimoni,442
"penjual ya di chat gak mau bls , giliran mau di cancel gak mau . pembatalan ya lma banget lgi",2,2025-03-24 12:35:42,negative,penjual ya chat gak bl giliran cancel gak pembatalan ya lma banget lgi,93
"fitur live chat kukira direspon cs ternyata direspon BOT. langganan plus juga rugi. PAKET SAYA UDAH 2 MINGGU GAK ADA KABAR, KOMPLAIN GAK ADA INFO LANJUTAN APAPUN. KURIR REKOMENDASI SANGAT GAK KOMPETEN. Bilangnya mau investigasi internal & butuh 3 hari kalender, tapi seminggu lebih gak ada progress apapun. Udah ini bakalan jadi transaksi jual beli terakhir saya pakai tokopedia, setelah bertahun² akhirnya saya putusin untuk stop.",1,2025-03-24 12:32:28,negative,fitur live chat kukira direspon cs direspon bot langganan plu rugi paket udah minggu gak kabar komplain gak info lanjutan apapun kurir rekomendasi gak kompeten bilangnya investigasi intern butuh kalend seminggu gak progress apapun udah transaksi jual beli pakai tokopedia bertahun² putusin stop,431
cepat dan tepat.,5,2025-03-24 11:47:22,positive,cepat,16
"enak, full promo",5,2025-03-24 11:30:07,positive,enak full promo,16
bagus dan sangat puas,5,2025-03-24 11:28:20,positive,bagu pua,21
"lama-lama ngeselin juga ya, aku udah nunggu 3 hari loh ya. jaringan bagus, kartu masuk di hp, tapi tetep aja ngga dapet kode otp. bilangnya eror, oke, tapi ini sampai 3 hari di coba dan hasilnya selalu sama (ga dapet kode otp) sampai sekarang. beda sama apk lain, mereka cepet tuh, apalagi sekedar kode otp doang. ini lelet banget. 3 hari di tunggu tapi ngga ada solusi sama sekali, ngga tau deh itu apa yang salah.",1,2025-03-24 11:27:11,negative,lamalama ngeselin ya udah nunggu loh ya jaringan bagu kartu masuk hp tetep aja ngga dapet kode otp bilangnya eror oke coba hasilnya ga dapet kode otp beda apk cepet tuh sekedar kode otp doang lelet banget tunggu ngga solusi ngga tau deh salah,415
Coba deh lagi instal,5,2025-03-24 11:23:01,positive,coba deh instal,20
"makasih buat pengalaman berbelanjanya, cs tidak membantu sama sekali",1,2025-03-24 11:18:10,negative,makasih pengalaman berbelanjanya cs membantu,68
Sangat Buruk gua beli paket internet dari apk Tokopedia ini dari keterangan nya transaksi berhasil tapi Kouta internet nya gak masuk padahal no nya udah bener gimana ini.,1,2025-03-24 11:12:11,negative,buruk gua beli paket internet apk tokopedia keterangan nya transaksi berhasil kouta internet nya gak masuk no nya udah bener gimana,170
tiap hari dpt bonus plus gratis ongkir,5,2025-03-24 10:54:51,positive,dpt bonu plu grati ongkir,38
good,5,2025-03-24 10:52:51,positive,good,4
"aplikasi e-commerce paling ga menarik, seller lelet mana respon juga ga bagus, pernah PO 30 hari udah NUnggu malah batal otomatis di chat no respon akun bodong ga lolos dari tokpednya, skrng order dari tgl 15 sampe tgl 24 status nunggu kurir, di batalin. di tolak toko, di chat ke tokped No SOLUSI, auto hapus aplikasi ga guna",1,2025-03-24 10:50:57,negative,aplikasi ecommerc ga menarik seller lelet respon ga bagu po udah nunggu batal otomati chat no respon akun bodong ga lolo tokpednya skrng order tgl samp tgl statu nunggu kurir batalin tolak toko chat tokp no solusi auto hapu aplikasi ga,326
"tolong dong ini aku ad promo pengguna baru knapa tidk bisa d pakai,,, aneh banget ad promo tapi d kterangan promo tidak berlaki,, bgaimana ini tokopers.....????",1,2025-03-24 10:42:47,negative,tolong ad promo pengguna knapa tidk d pakai aneh banget ad promo d kterangan promo berlaki bgaimana tokop,160
good,5,2025-03-24 10:38:54,positive,good,4
"tokopedia makin kesini makin payahhhhhh.... barang mahal, banyak potongan..... 🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆",1,2025-03-24 10:36:50,negative,tokopedia kesini payahhhhhh barang mahal potongan 🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆,203
sangat membantu,5,2025-03-24 10:22:55,positive,membantu,15
"kenapa sampai sekarang fitur cod tidak juga kunjung diperbaiki, aplikasi nya bagus ngga ada bug sama sekali, tapi cuman 1 fitur doang kok gabisa dibenerin?",4,2025-03-24 10:22:49,positive,fitur cod kunjung diperbaiki aplikasi nya bagu ngga bug cuman fitur doang gabisa dibenerin,155
"tiap belanja di tokped sellernya selalu bermasalah, penyelesaian nya dari pihak merchant juga lama",2,2025-03-24 10:20:48,negative,belanja tokp sellernya bermasalah penyelesaian nya merchant,98
"Salah satu aplikasi yang untuk hobi barangnya lengkap banget, cuma minusnya beberapa kota tidak melayani cod",5,2025-03-24 10:07:37,positive,salah aplikasi hobi barangnya lengkap banget minusnya kota melayani cod,108
belanja di Tokopedia sangat kecewa tidak di proses proses pesanan saya lebih baik belanja di aplikasi sebelah respon nya cepat,1,2025-03-24 10:06:42,negative,belanja tokopedia kecewa prose prose pesanan belanja aplikasi sebelah respon nya cepat,126
mantap,4,2025-03-24 09:47:05,positive,mantap,6
toped harusnya memberi aturan tegas dalam penyediaan barang yg dijual. pesan barang prosesnya 2 hari masa iya tak direspon sama sekali. itu namanya menghambat pembeli. mau dibatalkan juga menunggu persetujuan dari seller. kalau tidak kita nunggu 5 hari. 5 hari itu cukup lama bagi user dalam menunggu untuk membeli produk yg sama di seller yg lain,1,2025-03-24 09:35:36,negative,tope aturan penyediaan barang yg dijual pesan barang prosesnya iya direspon namanya menghambat pemb dibatalkan menunggu persetujuan seller nunggu user menunggu memb produk yg seller yg,347
Promo tidak menarik,2,2025-03-24 09:16:29,negative,promo menarik,19
produk mau di return malah di lama lamain prosesnya,1,2025-03-24 09:14:42,negative,produk return lamain prosesnya,51
cobak dulu,4,2025-03-24 09:11:20,positive,cobak,10
mantap,5,2025-03-24 09:09:49,positive,mantap,6
sangat bagus,5,2025-03-24 09:03:32,positive,bagu,12
mengerikan refund dana dari tanggal 5 sampai sekarang tanggal 24 belum cair. beda sopi maksimal 3 hari dah cair,1,2025-03-24 08:44:05,negative,mengerikan refund dana tanggal tanggal cair beda sopi maksim dah cair,111
diaplikasi promo tapi pas sampe ternyata barang yg dikirim harga normal,4,2025-03-24 08:25:45,positive,diaplikasi promo pa samp barang yg dikirim harga normal,71
keren,5,2025-03-24 08:22:39,positive,keren,5
"Udah Di Update , Malah Tetep Aja Lemot di Buka ini Aplikasi, Tolong Segera Beresin Bug² yang Ga Guna & Memperlambat System. Jadi Males Tiap Kali Mau Buka Aplikasi Tokopedia Banyak Sampah & Super Duper Lemot & Ga Kaya Aplikasi Sebelah Jauh Lebih Cepat + Ringan Saat Buka Aplikasi & Menu² nya. iNi Aplikasi Makin Kesini, Malah Makin Kesana... 😤 😈 👎🏻",3,2025-03-24 08:18:33,neutral,udah updat tetep aja lemot buka aplikasi tolong beresin bug² ga memperlambat system male kali buka aplikasi tokopedia sampah super duper lemot ga kaya aplikasi sebelah cepat ringan buka aplikasi menu² nya aplikasi kesini kesana 😤 😈 👎🏻,347
mantap,5,2025-03-24 08:01:14,positive,mantap,6
oke👍,5,2025-03-24 07:55:56,positive,oke👍,4
terlau sering update,2,2025-03-24 07:53:37,negative,terlau updat,20
"Kupon yg muncul di awal saat buka tokped selalu ga bisa diklaim, ga niat ngasih kupon",1,2025-03-24 07:53:14,negative,kupon yg muncul buka tokp ga diklaim ga niat ngasih kupon,85
fast respon,4,2025-03-24 07:28:40,positive,fast respon,11
"bikin mudah bayar bayar bayar, keren👍",5,2025-03-24 07:21:13,positive,bikin mudah bayar bayar bayar keren👍,37
Mudah,5,2025-03-24 07:14:00,positive,mudah,5
👍🏻👍🏻👍🏻👍🏻,5,2025-03-24 07:01:43,positive,👍🏻👍🏻👍🏻👍🏻,8
jualan disini. dana sdh belasan juta pas mau ditarik ga bisa. tertera akun tidak bisa menarik dana. hubungi CS tokped tdk direspon . ya Tuhan sedih banget pengen nangis. tokped gatau harus hubungu kemana. chat admin sosmedny jg tidak direspon. seburuk itu layanan CS nya. danaku belasan juta blm bisa cair. pihak tokopedia ga ada respon. hati2 yg mau jualan atau belanja ditokped krn CS nya tdk ada yg aktif. kl ada kendala tdk ada bantuan apapun :(,1,2025-03-24 06:55:26,negative,jualan dana sdh belasan juta pa ditarik ga tertera akun menarik dana hubungi cs tokp tdk direspon ya tuhan sedih banget pengen nangi tokp gatau hubungu kemana chat admin sosmedni jg direspon seburuk layanan cs nya danaku belasan juta blm cair tokopedia ga respon hati yg jualan belanja ditokp krn cs nya tdk yg aktif kl kendala tdk bantuan apapun,449
mudah di gunakan,4,2025-03-24 05:53:21,positive,mudah,16
bagus g ribet,4,2025-03-24 05:39:01,positive,bagu g ribet,13
mudah dan gak ribet mantap pokoknya nyaman aman,5,2025-03-24 05:17:39,positive,mudah gak ribet mantap pokoknya nyaman aman,47
saya punya riwayat chat dg seller nakal saya tertipu 7jt rupiah untuk lupain mau hapus chat tapi udah gabisa,1,2025-03-24 05:15:34,negative,riwayat chat dg seller nakal tertipu jt rupiah lupain hapu chat udah gabisa,108
Muantap pisan euuyyy,5,2025-03-24 05:14:59,positive,muantap pisan euuyyy,20
ngasih diskon harus sesuai donk tv setengah harga giliran mau di check out mahal juga😤,1,2025-03-24 05:05:48,negative,ngasih diskon sesuai donk tv harga giliran check out mahal juga😤,86
Apk yng sngt mudah untuk dipahami dan dipakai,5,2025-03-24 04:50:28,positive,apk yng sngt mudah dipahami dipakai,45
simple dan ok...tpi hati2 klau mau pesan brngnya.pastikan benar,5,2025-03-24 04:15:54,positive,simpl oktpi hati klau pesan brngnyapastikan,63
Ok,5,2025-03-24 03:21:14,positive,ok,2
"aplikasinya aneh gak kayak apk sebelah, pas misal pesanan di batalin voucher nya juga ikutan ilang gak",1,2025-03-24 03:10:58,negative,aplikasinya aneh gak kayak apk sebelah pa pesanan batalin voucher nya ikutan ilang gak,102
"Penipuan Masa Voucher diskon pengguna baru saya mau Dipakai tiba-tiba hilang pas Check out, ini jelas PENIPUAN!!!!!!!!!",1,2025-03-24 02:56:57,negative,penipuan voucher diskon pengguna dipakai tibatiba hilang pa check out penipuan,119
"overall sudah bagus, tapi kok sekarang vitur pilih ekspedisi pada pilihan pengiriman ekonomi tidak tersedia, dan hanya di reguler. Padahal biasanya ada, tolong balikin lagi dong 🥲",5,2025-03-24 02:32:43,positive,overal bagu vitur pilih ekspedisi pilihan pengiriman ekonomi tersedia regul tolong balikin 🥲,179
Bagus..cuma.kalo mau kasihbilasan susah kirim,5,2025-03-24 01:43:46,positive,baguscumakalo kasihbilasan susah kirim,45
"ongkirnya mahal bet, rata² 40k keatas, paling rendah 20k",1,2025-03-24 01:35:06,negative,ongkirnya mahal bet rata² k keata rendah k,56
cs nya dibernrin dulu Tok,1,2025-03-24 01:08:41,negative,cs nya dibernrin tok,25
ngak masuk akal untuk biaya pengiriman begitu melangit misal harga barang tersebut 30% harga ongkir bisa 90% tolong di tangani sedikit mengecewakan,1,2025-03-24 01:03:31,negative,ngak masuk akal biaya pengiriman melangit harga barang harga ongkir tolong tangani mengecewakan,147
sekali dua kali saya masih sabar ini udah kesekian kali...pesanan udah capek² saya transfer main dbatalkan system aja padahal tidak tahu sebab yg pasti alasanya apa..berasa sakit hati banget ketika system membatalkan transaksi yg udah ditransfer....tolong ubah peraturan ini...,1,2025-03-24 00:47:13,negative,kali sabar udah kesekian kalipesanan udah capek² transfer main dbatalkan system aja yg alasanya apaberasa sakit hati banget system membatalkan transaksi yg udah ditransfertolong ubah peraturan,277
