content,score,at,sentiment,processed_content
"Makin kesini, makin nggak nyaman belanja di Tokopedia. Saran dari gw, lebih baik transaksi di tokopedia hanya transaksi elektronik saja. Seperti bayar tagihan atau beli pulsa. Kalo pun mau belanja barang/produk, usahakan yang bisa COD!! Gw transaksi di Tokopedia dan transaksi tersebut gagal, karena barang pesanan saya hampir sebulan tidak muncul-muncul, setelah komplain ternyata barang saya NYASAR/HILANG! Dan ternyata dana yang dikembalikan(setelah komplain) hanya setengah tidak 100%!",2,2025-03-24 13:45:56,negative,kesini nggak nyaman belanja tokopedia saran gw transaksi tokopedia transaksi elektronik bayar tagihan beli pulsa kalo belanja barangproduk usahakan cod gw transaksi tokopedia transaksi gagal barang pesanan sebulan munculmuncul komplain barang nyasarhilang dana dikembalikansetelah komplain
gak jelas,1,2025-03-24 13:44:37,negative,gak
good apps,5,2025-03-24 13:43:36,positive,good app
mantap,5,2025-03-24 13:26:56,positive,mantap
hoax gak ada gratis ongkirnya,1,2025-03-24 13:22:13,negative,hoax gak grati ongkirnya
"suda berusaha jadi penjual yang fair, pembeli meminta komplain pengembalian dana namun malah barang tidak kembali. Kecewa sama tokped",1,2025-03-24 13:10:59,negative,suda berusaha penjual fair pemb komplain pengembalian dana barang kecewa tokp
top,5,2025-03-24 13:07:45,positive,top
Mantap,5,2025-03-24 12:57:22,positive,mantap
lumayan,4,2025-03-24 12:49:36,positive,lumayan
"This app is getting bloated with useless contents like recepies, celebrities news. Etc. Making the app another resource hogger. All we need is to conduct trading, be focused in that. Please simplify it, make it compact and responsive like it used to be! The sort button doesn't work as it suppoaed to so, sort from lowest to highest price, only resulting higher price shown first before the lower one. Dedecting more star than prev testimony.",2,2025-03-24 12:45:45,negative,thi app is get bloat with useless content like recepi celebr news etc make the app anoth resourc hogger all we need is to conduct trade be focus in that pleas simplifi it make it compact and respons like it use to be the sort button doesnt work as it suppoa to so sort from lowest to highest price onli result higher price shown first befor the lower one dedect more star than prev testimoni
"penjual ya di chat gak mau bls , giliran mau di cancel gak mau . pembatalan ya lma banget lgi",2,2025-03-24 12:35:42,negative,penjual ya chat gak bl giliran cancel gak pembatalan ya lma banget lgi
"fitur live chat kukira direspon cs ternyata direspon BOT. langganan plus juga rugi. PAKET SAYA UDAH 2 MINGGU GAK ADA KABAR, KOMPLAIN GAK ADA INFO LANJUTAN APAPUN. KURIR REKOMENDASI SANGAT GAK KOMPETEN. Bilangnya mau investigasi internal & butuh 3 hari kalender, tapi seminggu lebih gak ada progress apapun. Udah ini bakalan jadi transaksi jual beli terakhir saya pakai tokopedia, setelah bertahun² akhirnya saya putusin untuk stop.",1,2025-03-24 12:32:28,negative,fitur live chat kukira direspon cs direspon bot langganan plu rugi paket udah minggu gak kabar komplain gak info lanjutan apapun kurir rekomendasi gak kompeten bilangnya investigasi intern butuh kalend seminggu gak progress apapun udah transaksi jual beli pakai tokopedia bertahun² putusin stop
cepat dan tepat.,5,2025-03-24 11:47:22,positive,cepat
"enak, full promo",5,2025-03-24 11:30:07,positive,enak full promo
bagus dan sangat puas,5,2025-03-24 11:28:20,positive,bagu pua
"lama-lama ngeselin juga ya, aku udah nunggu 3 hari loh ya. jaringan bagus, kartu masuk di hp, tapi tetep aja ngga dapet kode otp. bilangnya eror, oke, tapi ini sampai 3 hari di coba dan hasilnya selalu sama (ga dapet kode otp) sampai sekarang. beda sama apk lain, mereka cepet tuh, apalagi sekedar kode otp doang. ini lelet banget. 3 hari di tunggu tapi ngga ada solusi sama sekali, ngga tau deh itu apa yang salah.",1,2025-03-24 11:27:11,negative,lamalama ngeselin ya udah nunggu loh ya jaringan bagu kartu masuk hp tetep aja ngga dapet kode otp bilangnya eror oke coba hasilnya ga dapet kode otp beda apk cepet tuh sekedar kode otp doang lelet banget tunggu ngga solusi ngga tau deh salah
Coba deh lagi instal,5,2025-03-24 11:23:01,positive,coba deh instal
"makasih buat pengalaman berbelanjanya, cs tidak membantu sama sekali",1,2025-03-24 11:18:10,negative,makasih pengalaman berbelanjanya cs membantu
Sangat Buruk gua beli paket internet dari apk Tokopedia ini dari keterangan nya transaksi berhasil tapi Kouta internet nya gak masuk padahal no nya udah bener gimana ini.,1,2025-03-24 11:12:11,negative,buruk gua beli paket internet apk tokopedia keterangan nya transaksi berhasil kouta internet nya gak masuk no nya udah bener gimana
tiap hari dpt bonus plus gratis ongkir,5,2025-03-24 10:54:51,positive,dpt bonu plu grati ongkir
good,5,2025-03-24 10:52:51,positive,good
"aplikasi e-commerce paling ga menarik, seller lelet mana respon juga ga bagus, pernah PO 30 hari udah NUnggu malah batal otomatis di chat no respon akun bodong ga lolos dari tokpednya, skrng order dari tgl 15 sampe tgl 24 status nunggu kurir, di batalin. di tolak toko, di chat ke tokped No SOLUSI, auto hapus aplikasi ga guna",1,2025-03-24 10:50:57,negative,aplikasi ecommerc ga menarik seller lelet respon ga bagu po udah nunggu batal otomati chat no respon akun bodong ga lolo tokpednya skrng order tgl samp tgl statu nunggu kurir batalin tolak toko chat tokp no solusi auto hapu aplikasi ga
"tolong dong ini aku ad promo pengguna baru knapa tidk bisa d pakai,,, aneh banget ad promo tapi d kterangan promo tidak berlaki,, bgaimana ini tokopers.....????",1,2025-03-24 10:42:47,negative,tolong ad promo pengguna knapa tidk d pakai aneh banget ad promo d kterangan promo berlaki bgaimana tokop
good,5,2025-03-24 10:38:54,positive,good
"tokopedia makin kesini makin payahhhhhh.... barang mahal, banyak potongan..... 🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆",1,2025-03-24 10:36:50,negative,tokopedia kesini payahhhhhh barang mahal potongan 🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆
sangat membantu,5,2025-03-24 10:22:55,positive,membantu
"kenapa sampai sekarang fitur cod tidak juga kunjung diperbaiki, aplikasi nya bagus ngga ada bug sama sekali, tapi cuman 1 fitur doang kok gabisa dibenerin?",4,2025-03-24 10:22:49,positive,fitur cod kunjung diperbaiki aplikasi nya bagu ngga bug cuman fitur doang gabisa dibenerin
"tiap belanja di tokped sellernya selalu bermasalah, penyelesaian nya dari pihak merchant juga lama",2,2025-03-24 10:20:48,negative,belanja tokp sellernya bermasalah penyelesaian nya merchant
"Salah satu aplikasi yang untuk hobi barangnya lengkap banget, cuma minusnya beberapa kota tidak melayani cod",5,2025-03-24 10:07:37,positive,salah aplikasi hobi barangnya lengkap banget minusnya kota melayani cod
belanja di Tokopedia sangat kecewa tidak di proses proses pesanan saya lebih baik belanja di aplikasi sebelah respon nya cepat,1,2025-03-24 10:06:42,negative,belanja tokopedia kecewa prose prose pesanan belanja aplikasi sebelah respon nya cepat
mantap,4,2025-03-24 09:47:05,positive,mantap
toped harusnya memberi aturan tegas dalam penyediaan barang yg dijual. pesan barang prosesnya 2 hari masa iya tak direspon sama sekali. itu namanya menghambat pembeli. mau dibatalkan juga menunggu persetujuan dari seller. kalau tidak kita nunggu 5 hari. 5 hari itu cukup lama bagi user dalam menunggu untuk membeli produk yg sama di seller yg lain,1,2025-03-24 09:35:36,negative,tope aturan penyediaan barang yg dijual pesan barang prosesnya iya direspon namanya menghambat pemb dibatalkan menunggu persetujuan seller nunggu user menunggu memb produk yg seller yg
Promo tidak menarik,2,2025-03-24 09:16:29,negative,promo menarik
produk mau di return malah di lama lamain prosesnya,1,2025-03-24 09:14:42,negative,produk return lamain prosesnya
cobak dulu,4,2025-03-24 09:11:20,positive,cobak
mantap,5,2025-03-24 09:09:49,positive,mantap
sangat bagus,5,2025-03-24 09:03:32,positive,bagu
mengerikan refund dana dari tanggal 5 sampai sekarang tanggal 24 belum cair. beda sopi maksimal 3 hari dah cair,1,2025-03-24 08:44:05,negative,mengerikan refund dana tanggal tanggal cair beda sopi maksim dah cair
diaplikasi promo tapi pas sampe ternyata barang yg dikirim harga normal,4,2025-03-24 08:25:45,positive,diaplikasi promo pa samp barang yg dikirim harga normal
keren,5,2025-03-24 08:22:39,positive,keren
mantap,5,2025-03-24 08:01:14,positive,mantap
oke👍,5,2025-03-24 07:55:56,positive,oke👍
terlau sering update,2,2025-03-24 07:53:37,negative,terlau updat
"Kupon yg muncul di awal saat buka tokped selalu ga bisa diklaim, ga niat ngasih kupon",1,2025-03-24 07:53:14,negative,kupon yg muncul buka tokp ga diklaim ga niat ngasih kupon
fast respon,4,2025-03-24 07:28:40,positive,fast respon
"bikin mudah bayar bayar bayar, keren👍",5,2025-03-24 07:21:13,positive,bikin mudah bayar bayar bayar keren👍
Mudah,5,2025-03-24 07:14:00,positive,mudah
👍🏻👍🏻👍🏻👍🏻,5,2025-03-24 07:01:43,positive,👍🏻👍🏻👍🏻👍🏻
jualan disini. dana sdh belasan juta pas mau ditarik ga bisa. tertera akun tidak bisa menarik dana. hubungi CS tokped tdk direspon . ya Tuhan sedih banget pengen nangis. tokped gatau harus hubungu kemana. chat admin sosmedny jg tidak direspon. seburuk itu layanan CS nya. danaku belasan juta blm bisa cair. pihak tokopedia ga ada respon. hati2 yg mau jualan atau belanja ditokped krn CS nya tdk ada yg aktif. kl ada kendala tdk ada bantuan apapun :(,1,2025-03-24 06:55:26,negative,jualan dana sdh belasan juta pa ditarik ga tertera akun menarik dana hubungi cs tokp tdk direspon ya tuhan sedih banget pengen nangi tokp gatau hubungu kemana chat admin sosmedni jg direspon seburuk layanan cs nya danaku belasan juta blm cair tokopedia ga respon hati yg jualan belanja ditokp krn cs nya tdk yg aktif kl kendala tdk bantuan apapun
mudah di gunakan,4,2025-03-24 05:53:21,positive,mudah
bagus g ribet,4,2025-03-24 05:39:01,positive,bagu g ribet
mudah dan gak ribet mantap pokoknya nyaman aman,5,2025-03-24 05:17:39,positive,mudah gak ribet mantap pokoknya nyaman aman
saya punya riwayat chat dg seller nakal saya tertipu 7jt rupiah untuk lupain mau hapus chat tapi udah gabisa,1,2025-03-24 05:15:34,negative,riwayat chat dg seller nakal tertipu jt rupiah lupain hapu chat udah gabisa
Muantap pisan euuyyy,5,2025-03-24 05:14:59,positive,muantap pisan euuyyy
ngasih diskon harus sesuai donk tv setengah harga giliran mau di check out mahal juga😤,1,2025-03-24 05:05:48,negative,ngasih diskon sesuai donk tv harga giliran check out mahal juga😤
Apk yng sngt mudah untuk dipahami dan dipakai,5,2025-03-24 04:50:28,positive,apk yng sngt mudah dipahami dipakai
simple dan ok...tpi hati2 klau mau pesan brngnya.pastikan benar,5,2025-03-24 04:15:54,positive,simpl oktpi hati klau pesan brngnyapastikan
Ok,5,2025-03-24 03:21:14,positive,ok
"aplikasinya aneh gak kayak apk sebelah, pas misal pesanan di batalin voucher nya juga ikutan ilang gak",1,2025-03-24 03:10:58,negative,aplikasinya aneh gak kayak apk sebelah pa pesanan batalin voucher nya ikutan ilang gak
"Penipuan Masa Voucher diskon pengguna baru saya mau Dipakai tiba-tiba hilang pas Check out, ini jelas PENIPUAN!!!!!!!!!",1,2025-03-24 02:56:57,negative,penipuan voucher diskon pengguna dipakai tibatiba hilang pa check out penipuan
"overall sudah bagus, tapi kok sekarang vitur pilih ekspedisi pada pilihan pengiriman ekonomi tidak tersedia, dan hanya di reguler. Padahal biasanya ada, tolong balikin lagi dong 🥲",5,2025-03-24 02:32:43,positive,overal bagu vitur pilih ekspedisi pilihan pengiriman ekonomi tersedia regul tolong balikin 🥲
Bagus..cuma.kalo mau kasihbilasan susah kirim,5,2025-03-24 01:43:46,positive,baguscumakalo kasihbilasan susah kirim
"ongkirnya mahal bet, rata² 40k keatas, paling rendah 20k",1,2025-03-24 01:35:06,negative,ongkirnya mahal bet rata² k keata rendah k
cs nya dibernrin dulu Tok,1,2025-03-24 01:08:41,negative,cs nya dibernrin tok
ngak masuk akal untuk biaya pengiriman begitu melangit misal harga barang tersebut 30% harga ongkir bisa 90% tolong di tangani sedikit mengecewakan,1,2025-03-24 01:03:31,negative,ngak masuk akal biaya pengiriman melangit harga barang harga ongkir tolong tangani mengecewakan
sekali dua kali saya masih sabar ini udah kesekian kali...pesanan udah capek² saya transfer main dbatalkan system aja padahal tidak tahu sebab yg pasti alasanya apa..berasa sakit hati banget ketika system membatalkan transaksi yg udah ditransfer....tolong ubah peraturan ini...,1,2025-03-24 00:47:13,negative,kali sabar udah kesekian kalipesanan udah capek² transfer main dbatalkan system aja yg alasanya apaberasa sakit hati banget system membatalkan transaksi yg udah ditransfertolong ubah peraturan
simple,5,2025-03-24 00:32:22,positive,simpl
"niatnya mau checkout malah dibatalin oleh sistemnya, yang ada promo saya jadi hilang, bikin rugi aja.",1,2025-03-23 23:29:04,negative,niatnya checkout dibatalin sistemnya promo hilang bikin rugi aja
bagus luar biasa,5,2025-03-23 22:41:02,positive,bagu
sangat bermanfaat,5,2025-03-23 22:21:21,positive,bermanfaat
Mantul,5,2025-03-23 22:10:13,positive,mantul
Tidak bisa login.. Kode verifikasi melalui email dan no telepon tidak kunjung datang.. Aneh sistem ini sekarang.. Mempersulit login aja... Buat kek shoope mudah masuk nuhhh.. Smga di perbaiki ya.. Thank,1,2025-03-23 22:00:59,negative,login kode verifikasi email no telepon kunjung aneh sistem mempersulit login aja kek shoop mudah masuk nuhhh smga perbaiki ya thank
👍👍👍,5,2025-03-23 22:00:51,positive,👍👍👍
pngrmn nya slalu lama..,4,2025-03-23 21:57:19,positive,pngrmn nya slalu
kembali kan saldo dana saya yg telah di ambil toko pedia,1,2025-03-23 21:46:39,negative,saldo dana yg ambil toko pedia
mantaaap,5,2025-03-23 21:36:58,positive,mantaaap
halaman kereta api tidak bisa dibuka kk,5,2025-03-23 21:33:42,positive,halaman kereta api dibuka kk
saya beli paket ko dibatalin sama sistem nya 😓,4,2025-03-23 21:31:11,positive,beli paket ko dibatalin sistem nya 😓
untuk Tokopedia semoga bisa lebih memberikan layanan layanan yg lebih baik Lg...,5,2025-03-23 21:26:48,positive,tokopedia semoga layanan layanan yg lg
cepat dan akurat,5,2025-03-23 21:12:23,positive,cepat akurat
bgus,5,2025-03-23 20:56:24,positive,bgu
nyari sendal munculnya kemeja 🤣🤣🤣,2,2025-03-23 20:55:24,negative,nyari sendal munculnya kemeja 🤣🤣🤣
ok,5,2025-03-23 20:39:38,positive,ok
Gak bisa d instal,2,2025-03-23 20:29:08,negative,gak d instal
mantaf,5,2025-03-23 20:22:14,positive,mantaf
aplikasi SAMPAH saya jarang beli di Tokopedia terus dapat banyak promo harga barang jadi sangat murah TETAPI ketika saya beli sabun muka dengan toko kimia Farma menggunakan kode promo pesanan langsung dibatalkan oleh pihak toko alasannya karna produknya habis TAPI KOK KUPON PROMO SAYA JADI HILANG SEMUA TOLONG DONG TOKPED JANGAN PELIT KASIH PROMO!! MASA PESANAN DIBATALKAN OLEH PIHAK TOKO TERUS KODE PROMO SAYA JADI ILANG SEMUA YANG BENER AJA!!,1,2025-03-23 20:09:16,negative,aplikasi sampah jarang beli tokopedia promo harga barang murah beli sabun muka toko kimia farma kode promo pesanan langsung dibatalkan toko alasannya karna produknya habi kupon promo hilang tolong tokp pelit kasih promo pesanan dibatalkan toko kode promo ilang bener aja
apknya yg sampah jelek malah nyalahin sinyal kan tolol apa udh bosen d kasih rting 5 hah,1,2025-03-23 20:08:56,negative,apknya yg sampah jelek nyalahin sinyal tolol udh bosen d kasih rting hah
"Tidak Bisa Memberikan Penilaian Kepada Pihak Ekspedisi, Fasilitas ini Perlu Ditingkatkan. Update setiap season serasa tidak berguna.",1,2025-03-23 20:08:16,negative,penilaian ekspedisi fasilita ditingkatkan updat season serasa berguna
"nomor lama gaaktif gabisa ajuin penggantian nomor,ada saldo di tokopedia jg jadi gabisa ditarik karna kode verif masuk kenomor lama,chat cs balesnya lama bgt,chekout bayar pake qris jga ke scan 2x dan jd ke payment 2x di rekening saya dan uangnya beneran hilang entah kemana,cukup sekali aja,mending di oren",1,2025-03-23 20:00:39,negative,nomor gaaktif gabisa ajuin penggantian nomorada saldo tokopedia jg gabisa ditarik karna kode verif masuk kenomor lamachat cs balesnya bgtchekout bayar pake qri jga scan x jd payment x reken uangnya beneran hilang kemanacukup ajamend oren
mantap,5,2025-03-23 20:00:38,positive,mantap
ok,5,2025-03-23 19:55:34,positive,ok
"sudah checkout dengan diskon, metode pembayaran via virtual account eh malah dibatalkan otomatis dr apk, alhasil harga kembali normal semula dan tidak dapat diskon😃😃",1,2025-03-23 19:48:58,negative,checkout diskon metod pembayaran via virtual account eh dibatalkan otomati dr apk alhasil harga normal diskon😃😃
